id,address,bedrooms,full_bathrooms,half_bathrooms,type,size_sqft,lot_size,price
2530,6745 Balsam St Las Vegas NV 89131,3,3,1,Single Family Home,3610,106722,4250000
2531,9981 Cloudy Bay Ct Las Vegas NV 89141,4,2,1,Single Family Home,1789,4791,228500
2532,4581 Lime Straight Dr Las Vegas NV 89115,4,3,0,Condo/Townhome/Row Home/Co-Op,1645,3920,178888
2533,11657 Terenzio Ct Las Vegas NV 89183,4,2,1,Single Family Home,2313,3484,219900
2534,Las Vegas NV 89123,4,2,1,Single Family Home,2333,10890,141900
2535,9756 Edifice Ave Las Vegas NV 89117,3,2,1,Single Family Home,1846,3920,259900
2536,2600 Cathedral Ln Las Vegas NV 89108,3,2,1,Single Family Home,2407,6098,175000
2537,9986 Floragold Ct Las Vegas NV 89147,4,2,1,Single Family Home,1833,4356,235000
2538,9146 Mountain Maple Ct Las Vegas NV 89148,3,2,1,Single Family Home,2023,5227,237000
2539,3151 Soaring Gulls Dr Unit 1014 Las Vegas NV 89128,1,1,0,Condo/Townhome/Row Home/Co-Op,704,696,68000
2540,6359 W Washington Ave Las Vegas NV 89107,2,2,1,Condo/Townhome/Row Home/Co-Op,1258,871,50000
2541,9081 Lawton Pine Dr Las Vegas NV 89129,5,3,0,Single Family Home,3417,6534,379990
2542,7885 W Flamingo Rd Unit 1148 Las Vegas NV 89147,2,2,0,Condo/Townhome/Row Home/Co-Op,934,2831,80000
2543,3725 White Carnation St Las Vegas NV 89147,5,3,0,Single Family Home,3004,6098,298000
2544,4524 Casa Sencia St Las Vegas NV 89121,5,2,1,Single Family Home,2357,10018.8,214900
2545,11152 Shadow Nook Ct Las Vegas NV 89144,3,2,1,Single Family Home,2397,8712,299900
2546,7704 Custom Weave Ct Las Vegas NV 89149,3,2,1,Single Family Home,1598,1742,138800
2547,Las Vegas NV 89119,2,2,0,Condo/Townhome/Row Home/Co-Op,1000,,69000
2548,Plan 3520 Las Vegas NV 89135,4,2,0,Single Family Home; Ready to build,2375,43560,325990
2549,2200 S Fort Apache Rd Unit 2201 Las Vegas NV 89117,3,2,0,Condo/Townhome/Row Home/Co-Op,1183,,95000
2550,3795 Heritage Ave Las Vegas NV 89121,2,2,0,Condo/Townhome/Row Home/Co-Op,1320,3484,114000
2551,5250 Mission Carmel Ln Apt 204 Las Vegas NV 89107,2,2,0,Condo/Townhome/Row Home/Co-Op,876,,58900
2552,9168 Prescott Downs St Las Vegas NV 89148,4,3,0,Single Family Home,3420,12632.4,519950
2553,5596 Sun Temple Ave Las Vegas NV 89139,4,2,1,Single Family Home,2118,3484,237500
2554,275 Far Away St Las Vegas NV 89074,5,3,0,Single Family Home,3159,6969,325000
2555,4655 Gold Dust Ave Unit 238 Las Vegas NV 89120,2,2,0,Condo/Townhome/Row Home/Co-Op,1151,,80000
2556,1709 Robin St Las Vegas NV 89106,4,2,1,Single Family Home,1435,3920,122000
2557,309 Covent Garden Ct Las Vegas NV 89145,3,3,1,Single Family Home,3435,11761.2,799000
2558,1701 Desert Fort St Las Vegas NV 89128,4,4,1,Single Family Home,3538,6534,425000
2559,4575 Dean Martin Dr Unit 2908 Las Vegas NV 89103,2,2,0,Condo/Townhome/Row Home/Co-Op,1463,,299900
2560,10001 Peace Way Unit 2242 Las Vegas NV 89147,1,1,0,Condo/Townhome/Row Home/Co-Op,814,,60000
2561,10936 Prairie Grove Rd Las Vegas NV 89179,4,3,1,Single Family Home,2593,4356,314639
2562,6812 Spessard Holland Ct Las Vegas NV 89131,3,2,0,Single Family Home,1894,5227,248000
2563,8452 Sewards Bluff Ave Las Vegas NV 89129,2,2,1,Condo/Townhome/Row Home/Co-Op,1281,2178,106500
2564,6316 Sespe St Las Vegas NV 89108,4,2,1,Single Family Home,1656,7405,149000
2565,4776 Plata Del Sol Dr Las Vegas NV 89121,5,2,1,Single Family Home,2239,6969,165000
2566,46 Olympia Hills Cir Las Vegas NV 89141,5,5,1,Single Family Home,11288,27878.4,8490000
2567,The Gabrielle Las Vegas NV 89139,6,3,0,Single Family Home; Ready to build,3500,130680,396500
2568,1251 Desert Solitude St Las Vegas NV 89110,3,2,0,Single Family Home,1602,4791,93900
2569,Las Vegas NV 89135,3,3,1,Single Family Home,2465,6969,424500
2570,6525 Charlie Chaplin Ave Unit 101 Las Vegas NV 89122,2,2,0,Condo/Townhome/Row Home/Co-Op,1068,1306,89900
2571,3813 Winter Whitetail St Las Vegas NV 89122,3,2,1,Single Family Home,1859,5227,169900
2572,6085 Castlemont Ave Las Vegas NV 89156,3,2,0,Mfd/Mobile Home,1920,6534,89900
2573,1900 Rio Canyon Ct Unit 105 Las Vegas NV 89128,2,2,0,Condo/Townhome/Row Home/Co-Op,1009,1001,89975
2574,Las Vegas NV 89109,1,1,1,Condo/Townhome/Row Home/Co-Op,814,,249000
2575,7105 Regal Valley St Las Vegas NV 89149,5,3,1,Single Family Home,2839,9583,325000
2576,2305 Van Patten Pl Las Vegas NV 89104,4,2,0,Single Family Home,1634,5662,149000
2577,469 Europa Way Las Vegas NV 89145,3,2,1,Single Family Home,1567,3484,155000
2578,6144 Rosalita Ave Las Vegas NV 89108,4,2,0,Single Family Home,1296,6534,95000
2579,9689 Tumble Lake Ct Las Vegas NV 89147,5,3,0,Single Family Home,2386,6098,298000
2580,3338 Wayne St Las Vegas NV 89121,4,3,0,Single Family Home,1927,8276,169900
2581,3315 Cape Cod Dr Las Vegas NV 89122,3,2,0,Mfd/Mobile Home,1248,4791,39900
2582,88 Honors Course Dr Las Vegas NV 89148,5,4,1,Single Family Home,3429,4791,599000
2583,2904 Branch Creek Ct Las Vegas NV 89135,3,3,1,Single Family Home,2541,5662,349500
2584,8886 Rio Verde Ave Las Vegas NV 89147,5,4,0,Single Family Home,3668,6969,424900
2585,5229 Steinbrenner Ln Las Vegas NV 89118,2,2,0,Condo/Townhome/Row Home/Co-Op,1089,1742,95000
2586,461 Purple Finch Dr Las Vegas NV 89107,2,2,0,Condo/Townhome/Row Home/Co-Op,1258,5619,138500
2587,10142 Tarbell Grove Ave Las Vegas NV 89166,4,3,1,Single Family Home,3864,6534,399990
2588,The Benjamin Las Vegas NV 89139,5,3,0,Single Family Home; Ready to build,3536,130680,393500
2589,5154 S Jones Bl Unit: 206 Las Vegas NV 89118,1,1,0,Condo/Townhome/Row Home/Co-Op,668,,49900
2590,4730 E Craig Rd Unit: 1077 Las Vegas NV 89115,2,2,0,Condo/Townhome/Row Home/Co-Op,974,,45000
2591,10400 Falls Church Ave Las Vegas NV 89144,5,3,1,Single Family Home,3229,6534,331000
2592,7326 Caballo Range Ave Las Vegas NV 89179,4,2,1,Single Family Home,2802,4791,305000
2593,10158 Glorious Moon Ct Las Vegas NV 89178,3,3,0,Single Family Home,2407,6534,314900
2594,3151 Sierra Ridge Dr Las Vegas NV 89156,3,2,0,Single Family Home,1180,3920,120000
2595,5383 Mountain Vista St Unit 14 Las Vegas NV 89120,3,2,1,Condo/Townhome/Row Home/Co-Op,1448,,84900
2596,3625 Beeson Ct Las Vegas NV 89130,4,3,0,Single Family Home,2034,20908.8,185000
2597,11437 Parkersburg Ave Las Vegas NV 89138,3,2,1,Single Family Home,1922,3920,295000
2598,North Las Vegas NV 89032,4,2,0,Single Family Home,1871,6098,174900
2599,1407 Commanche Dr Las Vegas NV 89169,3,3,0,Single Family Home,2431,8276,165000
2600,3661 Villa Knolls Sout Dr Las Vegas NV 89120,2,2,0,Condo/Townhome/Row Home/Co-Op,1012,1306,45000
2601,2817 Legend Dr Las Vegas NV 89134,3,2,1,Single Family Home,2486,8712,379900
2602,9986 Big Bow Springs Ct Las Vegas NV 89148,4,2,1,Single Family Home,1924,3484,199000
2603,7779 Cascade Bluffs Ct Las Vegas NV 89123,4,3,1,Single Family Home,2207,8276,249900
2604,10914 Inverlochy Ct Las Vegas NV 89141,4,3,0,Single Family Home,5120,10454.4,639000
2605,636 Yacht Harbor Dr Unit 101 Las Vegas NV 89145,2,2,0,Condo/Townhome/Row Home/Co-Op,1168,,69500
2606,4700 Standing Bluff Way Las Vegas NV 89130,3,2,0,Single Family Home,1586,6969,165500
2607,3326 Turtle Vista Cir Las Vegas NV 89117,5,3,0,Single Family Home,3025,6969,295000
2608,7906 Beaver Mountain Ave Las Vegas NV 89131,4,2,0,Single Family Home,2180,8276,299000
2609,369 Cascade Mist Ave Las Vegas NV 89123,3,2,0,Condo/Townhome/Row Home/Co-Op,1557,3484,200000
2610,Las Vegas NV 89143,5,2,0,Single Family Home,1512,165528,449000
2611,6289 Spindrift Foam Ave Las Vegas NV 89139,5,3,0,Single Family Home,3297,5662,220000
2612,9113 Pine Mission Ave Las Vegas NV 89143,4,3,0,Single Family Home,2165,5227,230000
2613,4471 Dean Martin Dr Unit 4107 Las Vegas NV 89103,2,2,0,Condo/Townhome/Row Home/Co-Op,1437,,569806
2614,7919 Quiet Canyon St Las Vegas NV 89113,4,3,0,Single Family Home,2427,7405,315000
2615,9806 Cathedral Pines Ave Las Vegas NV 89149,4,3,1,Single Family Home,4713,19602,645812
2616,6324 Radiant Rapture Ave Las Vegas NV 89131,5,4,1,Single Family Home,4708,7579440,499000
2617,4151 Lady Barron Ct Las Vegas NV 89115,3,2,0,Mfd/Mobile Home,1188,6969,34900
2618,3915 Legend Hills St Unit 201 Las Vegas NV 89129,2,2,0,Condo/Townhome/Row Home/Co-Op,1110,,135000
2619,9965 Government Point Way Unit 102 Las Vegas NV 89183,3,2,1,Condo/Townhome/Row Home/Co-Op,1423,871,150000
2620,9313 Hampstead Hills Ave Las Vegas NV 89149,4,3,0,Single Family Home,2308,4791,195000
2621,12017 Oakland Hills Dr Las Vegas NV 89141,4,3,1,Single Family Home,3791,12196.8,920000
2622,5526 E Carey Ave Las Vegas NV 89156,3,2,0,Mfd/Mobile Home,1600,6098,75000
2623,5275 Renault Ave Las Vegas NV 89142,8,4,0,Single Family Home,3464,7840,194999
2624,1221 Equator Ave Las Vegas NV 89032,5,3,0,Single Family Home,3364,6534,299999
2625,1417 Hialeah Dr Unit: B Las Vegas NV 89119,3,2,1,Condo/Townhome/Row Home/Co-Op,1114,3136,40000
2626,3305 Calle De El Cortez Las Vegas NV 89102,3,3,0,Single Family Home,2156,7405,395000
2627,8800 River Pines Ct Apt 101 Las Vegas NV 89117,2,2,0,Condo/Townhome/Row Home/Co-Op,1136,1132,104000
2628,12250 Bluebird Canyon Pl Las Vegas NV 89138,4,3,0,Single Family Home,3320,6534,639995
2629,8684 Estrella Bonita Ct Las Vegas NV 89147,3,3,1,Single Family Home,1978,2178,192000
2630,4845 N Juliano Rd Las Vegas NV 89149,4,2,0,Single Family Home,2128,21780,315000
2631,5042 S Rainbow Blvd Unit 102 Las Vegas NV 89118,2,2,0,Condo/Townhome/Row Home/Co-Op,1091,10018.8,95000
2632,500 S 13Th St Unit: C30 Las Vegas NV 89101,2,1,0,Condo/Townhome/Row Home/Co-Op,700,59241.6,15000
2633,Las Vegas NV 89122,4,1,1,Single Family Home,1200,6534,93000
2634,5919 Vizzi Ct Las Vegas NV 89131,4,3,1,Single Family Home,3763,9147,374000
2635,4764 Double Down Dr Unit 101 Las Vegas NV 89122,2,2,0,Condo/Townhome/Row Home/Co-Op,1218,1306,85000
2636,3524 Tobias Ln Las Vegas NV 89120,5,5,1,Single Family Home,6228,48787.2,1495000
2637,Las Vegas NV 89178,4,4,0,Single Family Home,2356,5662,210000
2638,3290 Squire St Las Vegas NV 89135,3,2,0,Single Family Home,2313,6098,345000
2639,5900 Boulder Hwy Las Vegas NV 89122,3,2,0,Single Family Home,2009,4791,350000
2640,1904 Luning Dr Las Vegas NV 89106,4,2,0,Single Family Home,1776,6969,90000
2641,3055 Mirado Ct Las Vegas NV 89121,2,2,0,Condo/Townhome/Row Home/Co-Op,1276,2613,99000
2642,955 Single Tree Dr Las Vegas NV 89123,3,2,0,Single Family Home,1251,3920,179900
2643,5267 Lisagayle Ct Unit 137 Las Vegas NV 89103,2,2,1,Condo/Townhome/Row Home/Co-Op,1213,,98888
2644,6133 Cottontail Cove St Las Vegas NV 89130,5,4,1,Single Family Home,4043,9583,374900
2645,804 Canterbury Cross Pl Las Vegas NV 89144,4,2,0,Single Family Home,2040,5662,329000
2646,3660 Renovah St Unit 105 Las Vegas NV 89129,2,2,0,Condo/Townhome/Row Home/Co-Op,1091,1219,99900
2647,76 Innisbrook Ave Las Vegas NV 89113,5,5,2,Single Family Home,8165,19602,2299950
2648,366 Apple River Ct Las Vegas NV 89148,4,3,1,Single Family Home,3433,10018.8,466000
2649,7147 S Durango Dr Unit 302 Las Vegas NV 89113,1,1,0,Condo/Townhome/Row Home/Co-Op,743,,89500
2650,608 Queensridge Ct Las Vegas NV 89145,6,8,2,Single Family Home,12781,51836.4,8900000
2651,4440 W Mesa Verde Ln Las Vegas NV 89139,4,3,0,Single Family Home,1452,8276,169900
2652,6425 Stormy Creek Rd Las Vegas NV 89108,4,2,0,Single Family Home,1807,6969,120000
2653,1253 Elliston Rd Las Vegas NV 89135,2,2,1,Single Family Home,2745,5227,420000
2654,5751 E Hacienda Ave Unit 184 Las Vegas NV 89122,1,1,0,Condo/Townhome/Row Home/Co-Op,750,2090,53000
2655,230 Mission Newport Ln Unit: # 201 Las Vegas NV 89107,1,1,0,Condo/Townhome/Row Home/Co-Op,660,,39900
2656,7100 Pirates Cove Rd Apt 1096 Las Vegas NV 89145,1,1,0,Condo/Townhome/Row Home/Co-Op,711,,65000
2657,2456 Carnegie Hall St Las Vegas NV 89135,3,2,1,Single Family Home,1952,4791,259500
2658,3782 Lincoln Rd Las Vegas NV 89115,3,2,1,Single Family Home,1323,3920,94000
2659,3318 N Decatur Blvd Unit 2036 North Las Vegas NV 89130,2,2,0,Condo/Townhome/Row Home/Co-Op,976,,54900
2660,6868 Sky Pointe Dr Unit 1115 Las Vegas NV 89131,1,1,0,Condo/Townhome/Row Home/Co-Op,862,,85000
2661,3791 Shirebrook Dr Unit: 109 Las Vegas NV 89115,1,1,1,Condo/Townhome/Row Home/Co-Op,862,,39888
2662,8541 Highland View Ave Las Vegas NV 89145,4,2,1,Single Family Home,2453,6969,349900
2663,4515 Dean Martin Dr Unit: 205 Las Vegas NV 89103,1,1,1,Condo/Townhome/Row Home/Co-Op,1254,,255000
2664,5129 Mascaro Dr Las Vegas NV 89122,3,2,0,Single Family Home,1377,3920,144900
2665,3730 W Moberly Ave Las Vegas NV 89139,6,3,0,Single Family Home,4276,20908.8,425000
2666,2408 Cherrywood St Las Vegas NV 89108,4,2,1,Single Family Home,1676,3920,110000
2667,7631 Boyd Ave Las Vegas NV 89179,5,4,0,Single Family Home,3800,6098,419530
2668,11025 Toscano Gardens St Las Vegas NV 89141,3,3,0,Single Family Home,1380,3049,188800
2669,8901 Oceanside Slopes Ave Las Vegas NV 89178,5,3,0,Single Family Home,2572,4791,325000
2670,3006 La Barca Ln Las Vegas NV 89122,2,2,0,Mfd/Mobile Home,1568,5662,53000
2671,8708 Palomino Ranch St Las Vegas NV 89131,3,2,1,Single Family Home,1879,3484,174900
2672,2424 Spanish Ct Las Vegas NV 89108,3,2,0,Single Family Home,988,6098,48000
2673,6076 Dodd St Las Vegas NV 89122,3,2,0,Mfd/Mobile Home,1344,6098,59900
2674,585 S Royal Crest Cir Unit 20 Las Vegas NV 89169,1,1,0,Condo/Townhome/Row Home/Co-Op,624,,27500
2675,5092 Moose Falls Dr Las Vegas NV 89141,5,3,0,Single Family Home,2398,3920,249999
2676,3657 Evening Fog St Las Vegas NV 89129,3,2,1,Single Family Home,1485,3049,175000
2677,1116 Chapman Dr Las Vegas NV 89104,3,2,0,Single Family Home,1179,6969,115000
2678,2101 Blue Breeze Dr Unit 101 Las Vegas NV 89128,2,2,0,Condo/Townhome/Row Home/Co-Op,1005,,99000
2679,Delilah Las Vegas NV 89122,3,2,1,Single Family Home; Ready to build,1681,87120,197990
2680,Portola Las Vegas NV 89179,3,2,1,Single Family Home; Ready to build,2047,87120,262990
2681,211 E Flamingo Rd # 808 Las Vegas NV 89169,1,1,0,Condo/Townhome/Row Home/Co-Op,922,,179900
2682,6668 Escalon Dr Las Vegas NV 89108,2,1,0,Single Family Home,896,3920,60000
2683,2905 Pinto Ln Las Vegas NV 89107,5,4,2,Single Family Home,7993,37897.2,2600000
2684,Las Vegas NV 89148,4,3,1,Single Family Home,4642,13939.2,1900000
2685,Las Vegas NV 89117,5,4,1,Single Family Home,3375,5227,479000
2686,2234 E Desert Inn Rd Las Vegas NV 89169,2,1,1,Condo/Townhome/Row Home/Co-Op,1210,1306,47990
2687,5260 Surrey St Las Vegas NV 89119,4,2,0,Single Family Home,3284,18295.2,289900
2688,3108 Pearl Harbor Dr Las Vegas NV 89117,3,2,1,Single Family Home,2593,10454.4,299750
2689,1981 Fairhaven St Las Vegas NV 89108,4,3,0,Single Family Home,2384,23522.4,150000
2690,6655 Wind Whisper St Las Vegas NV 89148,5,3,0,Single Family Home,2036,4356,214000
2691,6348 La Palma Pkwy Las Vegas NV 89118,4,3,0,Single Family Home,2207,6969,249999
2692,10753 Bernini Dr Las Vegas NV 89141,5,3,1,Single Family Home,5104,8276,538888
2693,8400 W Charleston Blvd Apt 224 Las Vegas NV 89117,2,2,0,Condo/Townhome/Row Home/Co-Op,1138,,106800
2694,7908 Shelter Island Way Las Vegas NV 89145,2,2,0,Condo/Townhome/Row Home/Co-Op,1526,3049,174900
2695,1908 Camino Carlos Rey Las Vegas NV 89031,4,2,1,Single Family Home,2387,6098,184900
2696,6365 Azurelyn Ave Las Vegas NV 89122,3,2,1,Single Family Home,1522,3484,118000
2697,9650 Black Coyote Ct Las Vegas NV 89139,5,4,0,Single Family Home,4027,6098,429900
2698,6396 Tumblegrass Ct Las Vegas NV 89122,3,2,1,Single Family Home,1803,3049,109900
2699,222 Karen Ave Unit 408 Las Vegas NV 89109,2,2,0,Condo/Townhome/Row Home/Co-Op,1657,,395000
2700,4839 Double Down Dr Unit 103 Las Vegas NV 89122,3,2,1,Condo/Townhome/Row Home/Co-Op,1685,871,142000
2701,1835 Plan Las Vegas NV 89117,3,2,1,Single Family Home; Ready to build,1835,87120,249888
2702,7765 Dean Martin Dr Las Vegas NV 89139,3,2,0,Single Family Home,1519,21344.4,295000
2703,3701 Dorrington Dr Las Vegas NV 89129,5,3,0,Single Family Home,3386,7405,279900
2704,Las Vegas NV 89131,4,3,0,Single Family Home,2862,6969,285000
2705,1900 N Torrey Pines Dr Unit 106 Las Vegas NV 89108,2,2,0,Condo/Townhome/Row Home/Co-Op,1022,3571,95000
2706,4508 Silverado Sage Ave North Las Vegas NV 89115,4,2,1,Single Family Home,2229,5662,189999
2707,Las Vegas NV 89131,4,3,0,Single Family Home,2619,7840,285000
2708,Plan 1849 Modeled Las Vegas NV 89135,3,2,0,Single Family Home; Ready to build,1849,87120,329990
2709,8213 Cactus Root Ct Las Vegas NV 89129,4,2,0,Single Family Home,1306,3920,185000
2710,5429 Centurion Ct Unit 203 Las Vegas NV 89122,2,1,0,Condo/Townhome/Row Home/Co-Op,806,,56500
2711,7255 W Sunset Rd Apt 1155 Las Vegas NV 89113,2,2,0,Condo/Townhome/Row Home/Co-Op,1046,,89900
2712,2000 Fashion Show Dr 6405 Unit 6405 Las Vegas NV 89109,2,2,1,Condo/Townhome/Row Home/Co-Op,1735,,1250000
2713,3668 Crestview Dr Las Vegas NV 89120,4,2,1,Single Family Home,2885,7405,220000
2714,8453 Spirit Vale Ave Unit Lot 57 Las Vegas NV 89117,3,2,1,Single Family Home,1748,3484,256440
2715,5261 River Glen Dr Unit: 202 Las Vegas NV 89103,2,2,0,Condo/Townhome/Row Home/Co-Op,978,,48900
2716,5389 Homeria St Las Vegas NV 89113,4,2,1,Single Family Home,1759,4356,210000
2717,10655 Porta Romana Ct Las Vegas NV 89141,6,4,1,Single Family Home,4663,11325.6,574900
2718,9441 Chateau St Jean Dr Las Vegas NV 89123,5,4,0,Single Family Home,3478,5662,299000
2719,Las Vegas NV 89130,4,2,1,Single Family Home,1422,3920,169950
2720,10968 Tranquil Waters Ct Las Vegas NV 89135,4,3,1,Single Family Home,3302,15681.6,995000
2721,2405 Totem Pole Ct Las Vegas NV 89134,2,2,0,Single Family Home,1188,10454.4,177000
2722,260 E Flamingo Rd Unit 210 Las Vegas NV 89169,1,1,0,Condo/Townhome/Row Home/Co-Op,530,,137000
2723,4130 Autumn St Las Vegas NV 89120,4,2,0,Single Family Home,1817,7405,165000
2724,7877 Fall Harvest Dr Las Vegas NV 89147,3,2,0,Single Family Home,1574,4356,180000
2725,7909 Morning Gallop Ct Las Vegas NV 89131,5,3,0,Single Family Home,3688,8712,339900
2726,3912 Rive Gauche St Las Vegas NV 89115,2,2,0,Single Family Home,1000,3484,70000
2727,7632 Kit Carson Ave Las Vegas NV 89179,5,3,1,Single Family Home,3350,6098,393983
2728,6137 W Oakey Blvd Apt B Las Vegas NV 89146,2,2,0,Condo/Townhome/Row Home/Co-Op,1073,,65000
2729,7939 Timber Horn Ct Las Vegas NV 89147,5,3,0,Single Family Home,2561,5227,279900
2730,8600 W Charleston Bl Unit: 1020 Las Vegas NV 89117,2,2,0,Condo/Townhome/Row Home/Co-Op,998,,76000
2731,660 Peachy Canyon Cir Unit 204 Las Vegas NV 89144,2,2,0,Condo/Townhome/Row Home/Co-Op,1302,,225500
2732,8617 Millsboro Dr Las Vegas NV 89134,2,1,0,Condo/Townhome/Row Home/Co-Op,1046,2613,137500
2733,4955 Lindell Rd Apt 212 Las Vegas NV 89118,2,2,0,Condo/Townhome/Row Home/Co-Op,998,,89000
2734,7885 W Flamingo Rd Unit: 2156 Las Vegas NV 89147,2,2,0,Condo/Townhome/Row Home/Co-Op,934,,49900
2735,2636 White Pine Dr Henderson NV 89074,4,4,0,Single Family Home,2969,9583,285000
2736,6340 Evergreen Ave Las Vegas NV 89107,5,3,0,Single Family Home,2239,6098,179990
2737,7422 Randel Jean Way Las Vegas NV 89113,4,2,0,Single Family Home,1448,4791,165500
2738,11886 Port Labelle Dr Las Vegas NV 89141,5,5,1,Single Family Home,5038,13939.2,1750000
2739,10102 Glen Aire Ave Las Vegas NV 89148,3,2,1,Single Family Home,2032,3484,259900
2740,9925 Sparrow Ridge Ave Las Vegas NV 89117,4,3,0,Single Family Home,2307,3920,264900
2741,7004 Clearwater Ave Las Vegas NV 89147,3,2,0,Single Family Home,1658,8276,139900
2742,9520 Corbett St Las Vegas NV 89149,4,3,0,Single Family Home,3096,22215.6,455000
2743,9786 Silver Desert Ave Las Vegas NV 89148,4,3,0,Single Family Home,2443,4791,265000
2744,8174 Dracopus Ave Las Vegas NV 89113,4,2,1,Single Family Home,1759,3920,224900
2745,9050 W Warm Springs Rd Unit 2061 Las Vegas NV 89148,2,2,0,Condo/Townhome/Row Home/Co-Op,972,958,107000
2746,2851 S Valley View Blvd Bl Unit 1131-A Las Vegas NV 89102,3,3,0,Condo/Townhome/Row Home/Co-Op,1412,,94800
2747,8000 Badura Ave Unit 1023 Las Vegas NV 89113,2,2,0,Condo/Townhome/Row Home/Co-Op,1036,,115000
2748,11091 Arcadia Sunrise Dr Las Vegas NV 89052,2,2,1,Single Family Home,1339,1742,154900
2749,8795 Moreno Mountain Ave Las Vegas NV 89178,5,3,0,Single Family Home,2631,3920,300000
2750,3745 Mornings Dawn St Las Vegas NV 89129,3,2,1,Single Family Home,1840,3484,189900
2751,8181 Royal Lilly Ct Las Vegas NV 89139,3,2,1,Single Family Home,1398,3920,104000
2752,2500 Tanbark Ct Las Vegas NV 89108,3,2,0,Single Family Home,1477,10454.4,134000
2753,2807 Geary Pl Unit 2506 Las Vegas NV 89109,1,1,0,Condo/Townhome/Row Home/Co-Op,897,,89900
2754,3280 W Gary Ave Las Vegas NV 89139,5,6,0,Single Family Home,6053,31798.8,1250000
2755,11101 Pine Greens Ct Las Vegas NV 89144,5,3,0,Single Family Home,3188,6969,479000
2756,2777 Paradise Rd Unit: 2201 Las Vegas NV 89109,3,3,0,Condo/Townhome/Row Home/Co-Op,2805,,895000
2757,Las Vegas NV 89178,4,2,1,Single Family Home,1875,2613,190000
2758,11 Quintessa Cir Las Vegas NV 89141,5,7,1,Single Family Home,10153,31798.8,3900000
2759,4125 Parkwood Cir Las Vegas NV 89121,4,2,0,Single Family Home,2015,8712,99900
2760,3957 Torsby Pl Las Vegas NV 89119,2,2,0,Condo/Townhome/Row Home/Co-Op,1052,2178,40000
2761,2041 Jesse Scott St Las Vegas NV 89106,4,2,0,Single Family Home,1548,3920,140000
2762,8277 Campbell Springs Ave Las Vegas NV 89178,5,4,1,Single Family Home,3919,6534,429990
2763,2420 Andromeda Ave Henderson NV 89044,2,2,0,Single Family Home,1596,5227,269000
2764,6846 Bronze Meadow Ave Las Vegas NV 89122,4,2,1,Single Family Home,1601,1742,149000
2765,7653 Interlace St Las Vegas NV 89149,3,2,1,Single Family Home,1298,1742,135000
2766,Las Vegas NV 89166,5,5,1,Single Family Home,5291,163350,895000
2767,861 Las Palomas Dr Las Vegas NV 89138,4,3,1,Single Family Home,3455,6969,500000
2768,5457 Escondido St Las Vegas NV 89119,2,2,1,Condo/Townhome/Row Home/Co-Op,1440,1306,63000
2769,9904 Cozy Glen Cir Las Vegas NV 89117,5,5,1,Single Family Home,5222,13068,550000
2770,8671 Bella Jewel Ave Las Vegas NV 89178,3,2,1,Single Family Home,1852,2613,206000
2771,9337 Pokeweed Ct Las Vegas NV 89149,3,2,0,Condo/Townhome/Row Home/Co-Op,1235,3049,149900
2772,10500 Broom Hill Dr Las Vegas NV 89134,2,2,0,Single Family Home,1179,8276,179000
2773,6548 Grand Oaks Dr Las Vegas NV 89156,4,2,1,Single Family Home,1914,4791,163000
2774,3421 Ballarat St Las Vegas NV 89115,3,1,0,Mfd/Mobile Home,1440,8712,40000
2775,5301 Gipsy Ave Las Vegas NV 89107,3,1,1,Single Family Home,1471,5662,84900
2776,3174 La Barca Ln Las Vegas NV 89122,2,2,0,Mfd/Mobile Home,1344,4791,92500
2777,2451 N Rainbow Bl Unit: 2007 Las Vegas NV 89108,2,2,0,Condo/Townhome/Row Home/Co-Op,1128,,60000
2778,5114 Scenic Ridge Dr Las Vegas NV 89148,5,4,1,Single Family Home,7187,17424,2100000
2779,9021 Marble Dr Las Vegas NV 89134,2,2,0,Condo/Townhome/Row Home/Co-Op,1165,3049,105000
2780,6996 Westbrook Ave Las Vegas NV 89147,3,1,0,Single Family Home,1167,6098,149900
2781,8908 Ackerman Ave Las Vegas NV 89143,3,2,0,Single Family Home,1305,4356,156900
2782,Las Vegas NV 89128,3,2,1,Condo/Townhome/Row Home/Co-Op,1735,2613,160000
2783,10600 Amber Ridge Dr Unit 102 Las Vegas NV 89144,2,2,0,Condo/Townhome/Row Home/Co-Op,1410,,241000
2784,3180 Via Seranova Henderson NV 89044,3,2,1,Condo/Townhome/Row Home/Co-Op,1574,1742,219995
2785,7631 Siesta Grande Ave Las Vegas NV 89129,5,3,0,Single Family Home,4415,12632.4,395000
2786,574 Fiddlehead Ave Las Vegas NV 89183,5,3,0,Single Family Home,3136,5662,280000
2787,4198 Abernethy Forest Pl Las Vegas NV 89141,5,4,1,Single Family Home,5266,9147,649000
2788,5207 Indian River Dr Unit 246 Las Vegas NV 89103,2,1,0,Condo/Townhome/Row Home/Co-Op,816,,74500
2789,3838 Connie Ave Las Vegas NV 89115,3,1,1,Single Family Home,1104,8276,80000
2790,10320 All Seasons St Las Vegas NV 89131,4,3,0,Single Family Home,2808,11325.6,315000
2791,9102 Cedar Door Ave Las Vegas NV 89148,4,3,0,Single Family Home,1775,3484,182000
2792,6440 Coley Ave Las Vegas NV 89146,5,4,1,Single Family Home,4920,22651.2,865000
2793,201 N Buteo Woods Ln Las Vegas NV 89144,5,4,1,Single Family Home,3570,7840,620000
